latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,
28.646748,77.2748,231,0,GMT,GMT,,,,
,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2022-03-20T10:00,36,20,34,976.7,9,647,496,151,719.2
2022-03-20T11:00,34.9,24,8,976.3,9.6,406,270,136,512.2
2022-03-20T12:00,32.1,53,2,975.9,6.4,237,139,98,423.1
2022-03-20T13:00,28.7,47,0,976.2,8,57,21,36,157.1
2022-03-20T14:00,27.1,47,0,976.6,8,0,0,0,0
2022-03-20T15:00,25.8,46,1,977.1,8.6,0,0,0,0
2022-03-20T16:00,23.9,52,0,977.7,10.5,0,0,0,0
2022-03-20T17:00,23,55,0,978.3,10.2,0,0,0,0
2022-03-20T18:00,22,59,0,978.4,7.9,0,0,0,0
2022-03-20T19:00,24.6,49,0,978.7,1.5,0,0,0,0
2022-03-20T20:00,21.5,61,0,978.2,6.4,0,0,0,0
2022-03-20T21:00,22.6,55,0,977.9,6,0,0,0,0
2022-03-20T22:00,20.5,66,0,977.7,5.6,0,0,0,0
2022-03-20T23:00,19.4,75,0,977.5,6.6,0,0,0,0
2022-03-21T00:00,20.9,80,0,978.4,10,0,0,0,0
2022-03-21T01:00,20.9,81,0,979,7.1,0,0,0,0
2022-03-21T02:00,22.2,79,0,979.9,6.4,64,24,40,169.9
2022-03-21T03:00,24.8,71,0,981.1,5.9,249,149,100,434.2
2022-03-21T04:00,27.7,61,0,982.1,6.4,459,326,133,603.5
2022-03-21T05:00,30.4,52,0,982.7,6.8,644,490,154,699.4
2022-03-21T06:00,32.8,40,0,982.6,9.8,781,613,168,753.7
2022-03-21T07:00,34.4,31,0,982,12.9,853,679,174,779.8
2022-03-21T08:00,35.2,27,17,981.3,13.4,851,678,173,780.2
2022-03-21T09:00,35.8,21,20,980.4,14.1,752,572,180,707.8
2022-03-21T10:00,35.5,20,2,979.7,14.8,617,450,167,650
2022-03-21T11:00,34.7,22,0,979.4,14.3,451,318,133,600.6
2022-03-21T12:00,32.2,32,0,979.2,9.4,241,143,98,432.3
2022-03-21T13:00,29.5,33,0,979.2,9.1,57,21,36,155.8
2022-03-21T14:00,27.9,37,0,979.6,9.1,0,0,0,0
2022-03-21T15:00,26.9,41,0,980.3,10.6,0,0,0,0
2022-03-21T16:00,25.8,41,0,980.5,9.8,0,0,0,0
2022-03-21T17:00,25.5,37,0,980.9,13.2,0,0,0,0
2022-03-21T18:00,25.2,37,0,980.7,14.6,0,0,0,0
2022-03-21T19:00,24.8,41,0,980.5,15.6,0,0,0,0
2022-03-21T20:00,23.9,47,0,980.2,15.3,0,0,0,0
2022-03-21T21:00,23,54,0,979.6,15.1,0,0,0,0
2022-03-21T22:00,22.6,59,0,979.3,16.1,0,0,0,0
2022-03-21T23:00,22,63,0,979.1,15.6,0,0,0,0
2022-03-22T00:00,21.6,78,0,979.7,13,0,0,0,0
2022-03-22T01:00,21,82,0,980.2,11.7,0,0,0,0
2022-03-22T02:00,22.1,77,0,981.2,14.5,70,27,43,188.2
2022-03-22T03:00,24.7,68,0,982,13,264,160,104,460.5
2022-03-22T04:00,27.8,55,0,982.8,14.5,481,344,137,632
2022-03-22T05:00,30.5,43,0,983.3,16.9,669,511,158,725.4
2022-03-22T06:00,32.5,32,0,983,20.7,804,633,171,774.8
2022-03-22T07:00,33.8,25,0,982.3,22.3,875,698,177,798.5
2022-03-22T08:00,34.5,23,0,981.6,22,871,694,177,795.8
2022-03-22T09:00,34.8,21,0,980.8,23.6,792,623,169,768.3
2022-03-22T10:00,34.6,20,0,979.9,24.4,652,496,156,713.8
2022-03-22T11:00,33.8,21,0,979.6,23.1,461,328,133,616.7
2022-03-22T12:00,31.9,28,0,979.8,18.2,247,147,100,441.4
2022-03-22T13:00,30,32,0,980.1,14.6,60,22,38,161.8
2022-03-22T14:00,28.6,34,0,980.3,15.2,0,0,0,0
2022-03-22T15:00,27.8,36,0,980.9,16,0,0,0,0
2022-03-22T16:00,26.8,39,0,981.3,14.7,0,0,0,0
2022-03-22T17:00,25.5,42,0,981.3,13.2,0,0,0,0
2022-03-22T18:00,25.1,43,0,981.2,13.7,0,0,0,0
2022-03-22T19:00,25,41,0,980.7,13.8,0,0,0,0
2022-03-22T20:00,24.6,40,0,980.1,13.8,0,0,0,0
2022-03-22T21:00,23,42,0,979.6,10.8,0,0,0,0
2022-03-22T22:00,21.4,47,0,979.2,8.7,0,0,0,0
2022-03-22T23:00,20.6,48,0,979.5,9,0,0,0,0
2022-03-23T00:00,18.2,73,0,980.3,6.3,0,0,0,0
2022-03-23T01:00,18.2,71,0,980.7,6.7,0,0,0,0
2022-03-23T02:00,21,60,0,981.8,12.1,72,27,45,185.4
2022-03-23T03:00,24.1,52,0,982.8,8.6,264,160,104,455
2022-03-23T04:00,27.5,43,0,983.3,8.6,478,340,138,620
2022-03-23T05:00,30.5,35,0,983.5,10.1,662,504,158,711.5
2022-03-23T06:00,32.7,30,0,983.2,10.5,796,625,171,761.7
2022-03-23T07:00,33.9,25,0,982.4,12.5,862,685,177,780.7
2022-03-23T08:00,34.6,23,0,981.4,12.8,857,680,177,777.1
2022-03-23T09:00,35,19,0,980.3,12.8,785,616,169,757.1
2022-03-23T10:00,35,18,54,979.6,15.2,641,482,159,691.2
2022-03-23T11:00,34.2,21,62,979,13.4,371,203,168,380
2022-03-23T12:00,31.1,45,20,978.7,4.7,201,93,108,277.4
2022-03-23T13:00,30.6,38,2,979.1,5.4,59,21,38,153.3
2022-03-23T14:00,30,39,15,979.4,3.5,0,0,0,0
2022-03-23T15:00,29.4,39,6,979.6,2,0,0,0,0
2022-03-23T16:00,24.5,52,32,979.3,6.8,0,0,0,0
2022-03-23T17:00,25.3,48,0,979.7,13,0,0,0,0
2022-03-23T18:00,23.8,50,10,979.4,8.6,0,0,0,0
2022-03-23T19:00,23.5,49,0,979,8.7,0,0,0,0
2022-03-23T20:00,23.1,48,0,978.5,9.1,0,0,0,0
2022-03-23T21:00,23.7,43,0,977.8,13.6,0,0,0,0
2022-03-23T22:00,20.8,53,0,977.8,8.7,0,0,0,0
2022-03-23T23:00,22.5,49,0,978.1,6.6,0,0,0,0
2022-03-24T00:00,18.7,77,0,978.1,7.7,0,0,0,0
2022-03-24T01:00,20,71,0,978.9,6.2,0,0,0,0
2022-03-24T02:00,21.7,62,5,979.6,8,73,28,45,189.4
2022-03-24T03:00,25.1,46,1,980.4,8.1,260,155,105,435.6
2022-03-24T04:00,28.3,35,0,981.1,10.8,481,342,139,619.1
2022-03-24T05:00,30.8,34,0,981.3,12.8,670,511,159,717.6
2022-03-24T06:00,32.2,31,0,980.9,13,802,629,173,763.3
2022-03-24T07:00,33.3,26,0,980.1,16.9,868,690,178,783.5
2022-03-24T08:00,34,21,0,979.1,19.8,863,685,178,780.2
2022-03-24T09:00,34,22,1,978.3,19.2,791,620,171,759.5
2022-03-24T10:00,34.2,21,2,977.5,17.3,647,489,158,698.7
2022-03-24T11:00,34.1,20,1,976.9,17.2,446,310,136,577.8
2022-03-24T12:00,31.4,45,0,977.1,4.5,242,143,99,423.8
2022-03-24T13:00,28.3,45,0,977.3,8.2,60,22,38,159.3
2022-03-24T14:00,25.5,52,0,978,10.3,0,0,0,0
2022-03-24T15:00,24.7,52,0,978.8,8.8,0,0,0,0
2022-03-24T16:00,25.1,43,0,979.3,10.4,0,0,0,0
2022-03-24T17:00,24.4,36,0,979.4,10.3,0,0,0,0
2022-03-24T18:00,23.5,35,0,979.1,11.2,0,0,0,0
2022-03-24T19:00,22.9,38,0,979,10.7,0,0,0,0
2022-03-24T20:00,20.8,45,0,978.3,9.7,0,0,0,0
2022-03-24T21:00,20.4,46,0,978,8.2,0,0,0,0
2022-03-24T22:00,19.4,49,0,978.2,6.8,0,0,0,0
2022-03-24T23:00,19.3,49,0,978.1,7.2,0,0,0,0
2022-03-25T00:00,19,61,0,978.2,6.8,0,0,0,0
2022-03-25T01:00,19.4,61,0,979.1,6.7,0,0,0,0
2022-03-25T02:00,21.2,57,0,980,10.1,77,30,47,200.1
2022-03-25T03:00,24.5,50,0,981.1,8.2,270,164,106,455.5
2022-03-25T04:00,27.5,42,0,982.1,9.6,483,344,139,618.3
2022-03-25T05:00,30.3,34,0,982.4,11.1,670,509,161,711
2022-03-25T06:00,32.5,26,0,982.4,14.3,805,631,174,762.5
2022-03-25T07:00,33.7,21,0,981.8,17.1,874,694,180,785.2
2022-03-25T08:00,34.2,18,0,981,19.1,871,691,180,784.4
2022-03-25T09:00,34.5,16,0,980.2,20.1,792,618,174,754.6
2022-03-25T10:00,34.3,15,0,979.7,21.2,657,498,159,709.1
2022-03-25T11:00,33.7,15,0,979.3,19.8,469,331,138,614.3
2022-03-25T12:00,32.3,17,0,979.7,14,253,150,103,441.7
2022-03-25T13:00,29.2,21,0,980.1,10.8,64,24,40,172.4
2022-03-25T14:00,27.4,24,0,980.7,11.8,0,0,0,0
2022-03-25T15:00,26.4,25,0,981.5,13,0,0,0,0
2022-03-25T16:00,25.2,27,0,982.1,12.6,0,0,0,0
2022-03-25T17:00,23.9,29,0,982.5,11.2,0,0,0,0
2022-03-25T18:00,23.2,30,0,982.5,10.8,0,0,0,0
2022-03-25T19:00,22.5,31,0,981.8,10.9,0,0,0,0
2022-03-25T20:00,21.6,33,0,981.5,10.3,0,0,0,0
2022-03-25T21:00,20.4,37,0,980.9,8.3,0,0,0,0
2022-03-25T22:00,19.8,40,0,980.8,8.1,0,0,0,0
2022-03-25T23:00,19.6,41,0,980.9,9,0,0,0,0
2022-03-26T00:00,19.5,53,0,981.1,10.7,0,0,0,0
2022-03-26T01:00,19.6,54,0,981.7,11.3,1,0,1,0
2022-03-26T02:00,21.2,52,0,982.7,13.3,80,31,49,203.8
2022-03-26T03:00,24.1,47,0,983.8,11.7,276,168,108,461.3
2022-03-26T04:00,27.5,39,0,984.5,14.5,492,350,142,624.6
2022-03-26T05:00,30.5,31,0,984.6,19,684,520,164,722.6
2022-03-26T06:00,32.7,24,0,984.4,24.7,821,643,178,773.7
2022-03-26T07:00,33.8,18,0,983.7,30.9,890,707,183,797
2022-03-26T08:00,34.3,16,0,982.6,31.3,888,704,184,796.5
2022-03-26T09:00,34.5,15,0,981.5,31.4,811,634,177,771.6
2022-03-26T10:00,34.2,17,0,980.8,29.8,669,507,162,719.4
2022-03-26T11:00,34,17,0,980.3,27.6,473,334,139,617.3
2022-03-26T12:00,32.3,20,0,980.7,20,255,151,104,441.8
2022-03-26T13:00,30.2,23,0,980.8,16.3,65,24,41,171.1
2022-03-26T14:00,28.4,27,0,981.2,16.5,0,0,0,0
2022-03-26T15:00,27.5,29,0,982,16.6,0,0,0,0
2022-03-26T16:00,26.4,31,0,982.4,15,0,0,0,0
2022-03-26T17:00,25.5,33,0,982.5,13.9,0,0,0,0
2022-03-26T18:00,24.9,34,0,982.3,13.6,0,0,0,0
2022-03-26T19:00,24.4,35,0,981.9,14,0,0,0,0
2022-03-26T20:00,24,33,0,981.1,13.4,0,0,0,0
2022-03-26T21:00,24,31,0,980.4,15.5,0,0,0,0
2022-03-26T22:00,23,32,0,980.4,13.6,0,0,0,0
2022-03-26T23:00,21.3,36,0,980.2,10.5,0,0,0,0
2022-03-27T00:00,20.5,45,0,980.9,13.5,0,0,0,0
2022-03-27T01:00,20.1,46,0,981.5,12.6,1,0,1,0
2022-03-27T02:00,21.5,45,0,982.5,14.4,85,33,52,214
2022-03-27T03:00,24.5,41,0,983.5,12.2,285,174,111,472.3
2022-03-27T04:00,28,33,0,984.3,14.4,504,359,145,636.1
2022-03-27T05:00,31.2,26,0,984.5,15.5,693,527,166,728.5
2022-03-27T06:00,33.3,21,0,984.5,17.2,828,648,180,776.5
2022-03-27T07:00,34.9,17,0,983.8,17.9,895,709,186,796.5
2022-03-27T08:00,35.8,14,0,982.8,20.2,890,704,186,794
2022-03-27T09:00,36.2,13,0,981.9,20.9,814,636,178,771.6
2022-03-27T10:00,36,13,0,981,20.6,670,507,163,717
2022-03-27T11:00,35.7,13,0,980.7,18.2,477,336,141,618.5
2022-03-27T12:00,33.2,19,0,980.6,10.5,259,154,105,447.8
2022-03-27T13:00,28.5,26,0,980.6,11.1,66,24,42,169.9
2022-03-27T14:00,26.5,31,0,980.9,12.5,0,0,0,0
2022-03-27T15:00,25.1,34,0,981.3,12.7,0,0,0,0
2022-03-27T16:00,24,36,0,981.6,10.8,0,0,0,0
2022-03-27T17:00,23.5,37,0,982,11.2,0,0,0,0
2022-03-27T18:00,22.8,39,0,982,11.8,0,0,0,0
2022-03-27T19:00,22.2,41,0,981.7,9,0,0,0,0
2022-03-27T20:00,19.9,49,0,981.2,10.5,0,0,0,0
2022-03-27T21:00,19.7,49,0,980.8,7.2,0,0,0,0
2022-03-27T22:00,19.2,53,0,980.5,8.9,0,0,0,0
2022-03-27T23:00,18.9,54,0,980.2,7.6,0,0,0,0
2022-03-28T00:00,21.2,46,0,981.1,3.4,0,0,0,0
2022-03-28T01:00,19,58,0,981.4,5.4,1,0,1,0
2022-03-28T02:00,22,50,0,982.1,3.7,86,34,52,217.4
2022-03-28T03:00,25.9,43,0,982.9,3.1,285,174,111,467
2022-03-28T04:00,30,33,0,983.5,3.3,502,357,145,628.1
2022-03-28T05:00,33,26,0,983.9,3.4,689,522,167,718
2022-03-28T06:00,35.1,20,0,983.6,6.5,823,643,180,767.4
2022-03-28T07:00,36.5,16,0,982.8,9.2,890,704,186,788.1
2022-03-28T08:00,37.3,14,0,981.6,14.2,886,701,185,788.1
2022-03-28T09:00,37.5,13,0,980.5,17.3,809,631,178,763.2
2022-03-28T10:00,37.3,13,0,979.7,18.3,667,504,163,710.5
2022-03-28T11:00,36.8,13,0,979.5,16.9,475,334,141,612.4
2022-03-28T12:00,34.5,23,0,979,7.4,258,152,106,439.3
2022-03-28T13:00,29.8,28,0,978.9,12.5,67,24,43,168.6
2022-03-28T14:00,29.5,25,0,979.4,9.7,0,0,0,0
2022-03-28T15:00,27.2,29,0,979.6,11.2,0,0,0,0
2022-03-28T16:00,27.2,29,0,979.8,8.9,0,0,0,0
2022-03-28T17:00,24.4,35,0,979.5,9.1,0,0,0,0
2022-03-28T18:00,24.5,32,0,979.6,9,0,0,0,0
2022-03-28T19:00,23.5,35,0,979.2,8.4,0,0,0,0
2022-03-28T20:00,22.7,36,0,978.7,9,0,0,0,0
2022-03-28T21:00,22.7,34,0,978.2,10.3,0,0,0,0
2022-03-28T22:00,21.9,36,0,978,10.9,0,0,0,0
2022-03-28T23:00,21.1,39,0,977.8,9.4,0,0,0,0
2022-03-29T00:00,19.2,51,0,978.6,7.4,0,0,0,0
2022-03-29T01:00,18.9,55,0,979,7.5,2,0,2,0
2022-03-29T02:00,22.3,46,0,979.8,10.9,89,35,54,220.8
2022-03-29T03:00,26.6,37,0,980.8,10.8,289,177,112,469.8
2022-03-29T04:00,30.5,29,0,981.6,10.7,505,359,146,627.3
2022-03-29T05:00,33.5,23,0,981.7,11.6,692,525,167,718.4
2022-03-29T06:00,35.9,19,0,981.4,13.3,826,645,181,766.7
2022-03-29T07:00,37.2,16,0,980.6,14.7,894,707,187,788.8
2022-03-29T08:00,38,14,0,979.6,16.7,889,702,187,786.8
2022-03-29T09:00,38.2,14,0,978.7,18.8,812,633,179,763.3
2022-03-29T10:00,38.2,13,0,978.1,19.3,669,505,164,709.6
2022-03-29T11:00,37.5,13,0,977.7,16.7,477,335,142,611.8
2022-03-29T12:00,35.5,17,0,977.7,11.1,260,153,107,439.6
2022-03-29T13:00,31.5,22,0,977.8,9,68,25,43,174.4
2022-03-29T14:00,29.2,24,0,978.1,10,0,0,0,0
2022-03-29T15:00,26.7,31,0,978.5,12.1,0,0,0,0
2022-03-29T16:00,26.3,31,0,978.6,9.9,0,0,0,0
2022-03-29T17:00,25.1,32,0,978.5,9.4,0,0,0,0
2022-03-29T18:00,24.2,34,0,978.1,10.2,0,0,0,0
2022-03-29T19:00,22.6,39,0,977.9,11.3,0,0,0,0
2022-03-29T20:00,21.9,41,0,977.8,8.7,0,0,0,0
2022-03-29T21:00,22,39,0,977.4,8.8,0,0,0,0
2022-03-29T22:00,20.4,46,0,977,9.3,0,0,0,0
2022-03-29T23:00,19.4,50,0,977.1,7.4,0,0,0,0
2022-03-30T00:00,20.2,54,0,977.9,4.6,0,0,0,0
2022-03-30T01:00,20,54,0,978.8,5.8,2,0,2,0
2022-03-30T02:00,22.5,48,0,979.6,9.5,90,35,55,216.4
2022-03-30T03:00,26.9,41,0,980.8,3.2,287,175,112,459.4
2022-03-30T04:00,30.8,35,0,981.8,1,500,354,146,614.3
2022-03-30T05:00,33.7,28,0,982,1.6,685,517,168,704
2022-03-30T06:00,35.7,23,0,981.6,3.5,819,638,181,755.4
2022-03-30T07:00,37,19,0,980.8,5.5,886,699,187,777.2
2022-03-30T08:00,37.8,16,0,979.8,7.9,881,694,187,775.4
2022-03-30T09:00,38.2,14,0,979,10.4,805,626,179,752.7
2022-03-30T10:00,38,13,0,978.5,12.2,666,501,165,701.7
2022-03-30T11:00,37.3,13,0,978.3,11.3,476,334,142,607.7
2022-03-30T12:00,34.5,31,0,978.2,5.4,259,153,106,437
2022-03-30T13:00,30.8,31,0,978.4,8.3,69,25,44,173.2
2022-03-30T14:00,29.7,27,0,978.9,4.9,0,0,0,0
2022-03-30T15:00,29.1,26,0,979.3,5.4,0,0,0,0
2022-03-30T16:00,27,30,0,979.8,10.2,0,0,0,0
2022-03-30T17:00,24,47,0,979.6,12,0,0,0,0
2022-03-30T18:00,24,46,0,979.9,8.2,0,0,0,0
2022-03-30T19:00,22.2,50,0,979.6,8.9,0,0,0,0
2022-03-30T20:00,22,55,0,979.2,6.9,0,0,0,0
2022-03-30T21:00,21.1,60,0,978.6,8.8,0,0,0,0
2022-03-30T22:00,21,61,0,978.2,7.7,0,0,0,0
2022-03-30T23:00,20.8,64,0,978.1,7.7,0,0,0,0
2022-03-31T00:00,20.2,73,0,979.1,6.5,0,0,0,0
2022-03-31T01:00,20.4,75,0,979.7,6.2,2,0,2,0
2022-03-31T02:00,23,66,0,980.6,8.3,92,36,56,216.7
2022-03-31T03:00,26.6,57,0,981.6,6.5,287,174,113,451.8
2022-03-31T04:00,29.9,48,0,982.2,5.6,498,352,146,606.7
2022-03-31T05:00,32.8,38,0,982.4,9.7,682,514,168,696.5
2022-03-31T06:00,35.2,31,0,982,10.8,815,633,182,746.5
2022-03-31T07:00,36.7,26,0,981.1,10.1,881,693,188,768
2022-03-31T08:00,37.7,21,0,980.4,7.7,874,687,187,765.3
2022-03-31T09:00,38.3,18,0,979.5,3.9,796,617,179,739.7
2022-03-31T10:00,38.5,16,0,979,1.3,656,492,164,687
2022-03-31T11:00,38.5,16,0,978.4,1.3,467,325,142,589.1
2022-03-31T12:00,35.7,25,0,978.2,8.8,254,148,106,420.3
2022-03-31T13:00,32.8,31,0,978.6,11.2,68,24,44,165.1
2022-03-31T14:00,30.5,35,0,979.2,9.3,0,0,0,0
2022-03-31T15:00,28.1,39,0,979.7,8.7,0,0,0,0
2022-03-31T16:00,27.9,40,0,980.1,7.9,0,0,0,0
2022-03-31T17:00,26.2,45,0,980.3,5.5,0,0,0,0
2022-03-31T18:00,25,49,0,980.2,8.7,0,0,0,0
2022-03-31T19:00,26.4,39,0,980.5,16.4,0,0,0,0
2022-03-31T20:00,25.4,36,0,980,12.1,0,0,0,0
2022-03-31T21:00,24.1,39,0,979.3,11,0,0,0,0
2022-03-31T22:00,23.8,39,0,979,10.9,0,0,0,0
2022-03-31T23:00,23.1,40,0,978.8,10.1,0,0,0,0
2022-04-01T00:00,21.8,52,0,979.5,8.8,0,0,0,0
2022-04-01T01:00,21.5,55,0,980,10.1,3,0,3,0
2022-04-01T02:00,23,51,0,981,12.3,99,39,60,228.8
2022-04-01T03:00,26,42,0,981.6,10.1,304,186,118,477.9
2022-04-01T04:00,29.2,30,0,982.5,12.3,522,371,151,635.2
2022-04-01T05:00,32,23,0,982.7,14.3,709,536,173,722.8
2022-04-01T06:00,34.4,14,0,982.5,17.9,845,658,187,773.1
2022-04-01T07:00,35.3,12,0,981.7,19.7,916,722,194,797.6
2022-04-01T08:00,35.7,12,0,980.8,19.5,911,718,193,797.5
2022-04-01T09:00,35.8,11,0,980.1,19.7,831,645,186,771.1
2022-04-01T10:00,35.6,11,0,979.5,18.9,687,516,171,718.4
2022-04-01T11:00,35,11,0,979.2,16.1,492,345,147,623
2022-04-01T12:00,33.8,15,0,979.1,10.5,270,160,110,451.8
2022-04-01T13:00,30.2,19,0,979.3,9,73,26,47,177.7
2022-04-01T14:00,28.8,21,0,979.5,10.4,0,0,0,0
2022-04-01T15:00,27.6,23,0,980.4,11.2,0,0,0,0
2022-04-01T16:00,27.1,22,0,981,12.6,0,0,0,0
2022-04-01T17:00,26.5,23,0,981.2,12.6,0,0,0,0
2022-04-01T18:00,25.6,24,0,981.2,11.7,0,0,0,0
2022-04-01T19:00,24.6,25,0,980.9,11,0,0,0,0
2022-04-01T20:00,23.3,28,0,980.3,8.9,0,0,0,0
2022-04-01T21:00,21.4,34,0,979.8,8.6,0,0,0,0
2022-04-01T22:00,20,41,0,979.4,10,0,0,0,0
2022-04-01T23:00,19.8,40,0,979.8,6.8,0,0,0,0
2022-04-02T00:00,19,51,0,980.3,8.2,0,0,0,0
2022-04-02T01:00,19,55,0,980.9,7.1,3,0,3,0
2022-04-02T02:00,22.4,41,0,982.2,10.3,102,40,62,228.9
2022-04-02T03:00,26.7,33,0,983.3,6.7,305,186,119,472.9
2022-04-02T04:00,30.7,24,0,984.4,6.6,521,370,151,629.4
2022-04-02T05:00,33.6,19,0,984.9,7.9,708,534,174,716.7
2022-04-02T06:00,35.5,15,0,984.7,6.9,840,652,188,763.2
2022-04-02T07:00,36.5,13,0,984.1,6.2,907,712,195,784
2022-04-02T08:00,37.2,12,0,983.3,8.1,900,706,194,782
2022-04-02T09:00,37.4,11,0,982.4,9.7,820,635,185,757
2022-04-02T10:00,37.3,12,0,981.6,8.9,676,506,170,702.4
2022-04-02T11:00,36.8,12,0,981.2,6.6,482,336,146,604.6
2022-04-02T12:00,34.6,34,0,980.7,5.7,264,154,110,432.5
2022-04-02T13:00,30.5,27,0,980.4,9,72,25,47,169.7
2022-04-02T14:00,28.6,30,0,980.6,7.9,0,0,0,0
2022-04-02T15:00,27.3,27,0,981.4,8.9,0,0,0,0
2022-04-02T16:00,26.5,27,0,982.1,8.6,0,0,0,0
2022-04-02T17:00,24.5,33,0,981.8,11,0,0,0,0
2022-04-02T18:00,24.8,31,0,981.7,9,0,0,0,0
2022-04-02T19:00,24.4,30,0,981.2,10,0,0,0,0
2022-04-02T20:00,23,33,0,980.9,8.9,0,0,0,0
2022-04-02T21:00,22,37,0,980.6,8.5,0,0,0,0
2022-04-02T22:00,21.2,40,0,980.2,8.3,0,0,0,0
2022-04-02T23:00,20.9,42,0,980.2,9.5,0,0,0,0
2022-04-03T00:00,21.2,39,0,980.4,9.2,0,0,0,0
2022-04-03T01:00,20.2,44,0,980.7,7.9,4,0,4,0
2022-04-03T02:00,23.1,37,0,981.7,9.4,105,42,63,234.6
2022-04-03T03:00,26.9,31,0,982.6,4.1,315,194,121,488.2
2022-04-03T04:00,30.6,22,0,983.3,4.1,540,384,156,649
2022-04-03T05:00,33.5,17,0,983.8,7.2,728,550,178,734.7
2022-04-03T06:00,35.7,13,0,983.6,9.4,860,668,192,779
2022-04-03T07:00,37.1,12,0,982.8,11,924,726,198,797
2022-04-03T08:00,38,11,0,981.9,12.7,916,719,197,794.2
2022-04-03T09:00,38.5,9,0,981.1,13.9,833,645,188,766.9
2022-04-03T10:00,38.4,9,0,980.4,13,685,513,172,710
2022-04-03T11:00,37.9,9,0,979.9,11,488,340,148,609.6
2022-04-03T12:00,35.9,13,0,979.5,9.9,268,157,111,438.5
2022-04-03T13:00,31.5,17,0,979.6,8.7,75,27,48,182.1
2022-04-03T14:00,28.7,17,0,979.7,10.9,0,0,0,0
2022-04-03T15:00,26.8,20,0,980.1,12.5,0,0,0,0
2022-04-03T16:00,30.7,13,0,980.6,6.9,0,0,0,0
2022-04-03T17:00,29.9,14,0,980.7,5,0,0,0,0
2022-04-03T18:00,24.6,24,0,980.1,9.4,0,0,0,0
2022-04-03T19:00,23.1,28,0,979.7,9,0,0,0,0
2022-04-03T20:00,23.1,28,0,979.4,10.4,0,0,0,0
2022-04-03T21:00,22.5,25,0,978.9,11.2,0,0,0,0
2022-04-03T22:00,21.1,25,0,978.3,8.6,0,0,0,0
2022-04-03T23:00,21.1,23,0,978.4,9,0,0,0,0
2022-04-04T00:00,20.5,29,0,978.8,8.7,0,0,0,0
2022-04-04T01:00,21.5,26,0,979.5,12.9,4,0,4,0
2022-04-04T02:00,23.6,24,0,980.5,14.9,109,44,65,240.1
2022-04-04T03:00,26.1,22,0,981.6,14,316,194,122,483.3
2022-04-04T04:00,29,22,0,982.2,15.1,534,379,155,636.5
2022-04-04T05:00,31.9,21,0,982.5,15.5,721,543,178,722.1
2022-04-04T06:00,34.5,18,0,982.5,15,854,662,192,769.2
2022-04-04T07:00,36.5,14,0,982.2,16.7,920,722,198,790.2
2022-04-04T08:00,37.5,11,0,981.7,15.9,908,712,196,784.3
2022-04-04T09:00,37.8,10,0,981.2,15.5,828,639,189,757.7
2022-04-04T10:00,37.7,10,0,980.7,15.3,682,509,173,702.5
2022-04-04T11:00,37.1,11,0,980.6,15.9,487,339,148,605.7
2022-04-04T12:00,35.6,15,70,980.3,11.8,268,156,112,433.3
2022-04-04T13:00,31.8,18,94,980.6,8.7,75,26,49,174.2
2022-04-04T14:00,30.3,19,79,981.2,9.4,1,0,1,0
2022-04-04T15:00,29.8,20,39,981.8,9.8,0,0,0,0
2022-04-04T16:00,28.7,20,11,982.1,9.9,0,0,0,0
2022-04-04T17:00,27.5,20,21,982.5,9.4,0,0,0,0
2022-04-04T18:00,24.8,25,23,983,7.4,0,0,0,0
2022-04-04T19:00,24.2,26,17,982.9,8.4,0,0,0,0
2022-04-04T20:00,22.8,30,25,982.5,7.3,0,0,0,0
2022-04-04T21:00,21.5,36,59,981.9,9.3,0,0,0,0
2022-04-04T22:00,20.8,39,64,981.6,9.2,0,0,0,0
2022-04-04T23:00,20.1,41,61,981.7,9.2,0,0,0,0
2022-04-05T00:00,20.1,43,74,982.6,5.9,0,0,0,0
2022-04-05T01:00,20.4,42,23,983.4,6.8,5,0,5,0
2022-04-05T02:00,23.1,36,13,984.4,10.1,110,44,66,234.7
2022-04-05T03:00,27.5,31,7,985.3,7.6,316,193,123,476.1
2022-04-05T04:00,31.4,24,13,986.1,7.3,535,377,158,629.3
2022-04-05T05:00,34.5,18,15,986.6,9.7,722,542,180,717.5
2022-04-05T06:00,36.5,13,4,986.4,14.1,855,661,194,765.4
2022-04-05T07:00,37.5,10,42,985.9,16.9,921,721,200,786.7
2022-04-05T08:00,38,9,65,985.3,17.2,915,714,201,784.4
2022-04-05T09:00,38.3,8,91,984.2,17.3,833,640,193,757
2022-04-05T10:00,38.2,7,62,983.5,17.2,687,509,178,700.6
2022-04-05T11:00,37.5,8,90,983.1,17.4,492,338,154,601.8
2022-04-05T12:00,35.8,12,90,982.7,12.3,273,158,115,436.6
2022-04-05T13:00,32,14,99,982.8,8.9,76,26,50,173.1
2022-04-05T14:00,30.1,16,96,983.1,9.5,1,0,1,0
2022-04-05T15:00,28.6,17,99,983.4,9.7,0,0,0,0
2022-04-05T16:00,28.5,17,95,983.6,9.7,0,0,0,0
2022-04-05T17:00,26.4,21,97,983.4,11,0,0,0,0
