latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,
28.646748,77.2748,231,0,GMT,GMT,,,,
,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),cloud_cover (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2026-02-26T16:00,23.5,36,0,982.7,4.4,0,0,0,0
2026-02-26T17:00,23.1,38,0,982.7,5.4,0,0,0,0
2026-02-26T18:00,22.8,42,0,982.6,6.9,0,0,0,0
2026-02-26T19:00,21.2,46,0,982.1,6.1,0,0,0,0
2026-02-26T20:00,19.2,54,0,982,3.6,0,0,0,0
2026-02-26T21:00,18.3,57,0,981.5,3.4,0,0,0,0
2026-02-26T22:00,17.9,60,0,981.3,4.1,0,0,0,0
2026-02-26T23:00,17.2,63,0,980.7,4.1,0,0,0,0
2026-02-27T00:00,17.5,68,0,980.9,4.8,0,0,0,0
2026-02-27T01:00,17.5,66,0,981.3,6.3,0,0,0,0
2026-02-27T02:00,17.6,64,0,982.2,7.9,21,6,15,64.1
2026-02-27T03:00,19.7,55,0,983.1,6.6,170,93,77,373.4
2026-02-27T04:00,23.2,42,0,984,3.8,375,259,116,579.8
2026-02-27T05:00,26.6,32,0,984.1,4.2,562,425,137,697.6
2026-02-27T06:00,28.9,24,0,983.8,5.2,703,551,152,759.6
2026-02-27T07:00,30.6,18,0,983.3,6.8,779,621,158,788.6
2026-02-27T08:00,31.4,16,0,982.2,9.6,785,626,159,791.3
2026-02-27T09:00,31.4,15,0,981.2,10.8,719,567,152,770.2
2026-02-27T10:00,31.1,16,0,980.8,10.5,587,448,139,715.3
2026-02-27T11:00,30.5,17,0,980.4,10.8,400,280,120,596.9
2026-02-27T12:00,29.8,15,0,980.1,6.2,198,114,84,414.3
2026-02-27T13:00,27.4,26,1,980.2,4.4,33,11,22,102.3
2026-02-27T14:00,25.7,42,6,980.6,6,0,0,0,0
2026-02-27T15:00,24.4,51,2,980.9,4.5,0,0,0,0
2026-02-27T16:00,23.1,55,0,981.1,3.6,0,0,0,0
2026-02-27T17:00,22.5,57,0,980.7,1.8,0,0,0,0
2026-02-27T18:00,22.4,62,100,981,2.3,0,0,0,0
2026-02-27T19:00,22.1,62,29,980.7,5.6,0,0,0,0
2026-02-27T20:00,20.8,67,100,980.6,5.7,0,0,0,0
2026-02-27T21:00,21.4,61,95,980.3,0.6,0,0,0,0
2026-02-27T22:00,21,64,89,980.2,2.7,0,0,0,0
2026-02-27T23:00,20.1,67,77,979.9,3.1,0,0,0,0
2026-02-28T00:00,21,64,100,980.1,3.7,0,0,0,0
2026-02-28T01:00,21.8,57,92,980.4,3.3,0,0,0,0
2026-02-28T02:00,21.5,59,52,980.9,1,12,2,10,20.9
2026-02-28T03:00,23,52,8,981.8,2.7,135,54,81,213.4
2026-02-28T04:00,26,42,0,982.8,2.1,364,244,120,541.2
2026-02-28T05:00,28.8,30,0,982.9,1.4,566,429,137,699.4
2026-02-28T06:00,30.9,19,2,982.7,6.6,705,554,151,759.4
2026-02-28T07:00,31.8,17,13,982.1,10.6,754,586,168,740.4
2026-02-28T08:00,32,16,7,981.2,12.6,751,576,175,724.5
2026-02-28T09:00,31.7,16,8,980.4,12.9,685,518,167,700.2
2026-02-28T10:00,31.3,18,5,980.2,13,560,412,148,654.3
2026-02-28T11:00,30.5,21,16,980,13.6,385,266,119,563.4
2026-02-28T12:00,29.5,25,22,979.9,12.1,182,100,82,359.8
2026-02-28T13:00,28,35,0,980.3,8.1,31,10,21,91.8
2026-02-28T14:00,26.9,40,0,981.1,5.3,0,0,0,0
2026-02-28T15:00,25.5,46,0,981.5,3.3,0,0,0,0
2026-02-28T16:00,24.5,49,0,982.1,3.4,0,0,0,0
2026-02-28T17:00,23.9,50,0,982.1,4.7,0,0,0,0
2026-02-28T18:00,22.9,55,0,982.1,7.9,0,0,0,0
2026-02-28T19:00,21.2,58,0,982,5.3,0,0,0,0
2026-02-28T20:00,20.1,61,0,981.8,4.2,0,0,0,0
2026-02-28T21:00,19.9,61,0,981.5,5.8,0,0,0,0
2026-02-28T22:00,19.3,62,0,981.1,5.8,0,0,0,0
2026-02-28T23:00,18.6,65,0,980.8,5.8,0,0,0,0
2026-03-01T00:00,18.5,72,0,980.9,8.3,0,0,0,0
2026-03-01T01:00,18.1,73,0,981.4,7.8,0,0,0,0
2026-03-01T02:00,18.4,70,0,982,7.8,24,7,17,71.7
2026-03-01T03:00,20.2,61,0,983.1,6.2,179,99,80,385
2026-03-01T04:00,23.3,51,0,984,6.3,386,269,117,591.2
2026-03-01T05:00,26.4,40,0,984.1,7.9,576,436,140,706.1
2026-03-01T06:00,29.2,25,0,983.9,11.2,717,563,154,767.4
2026-03-01T07:00,30.5,19,0,983.7,13.5,792,632,160,794.5
2026-03-01T08:00,31,19,0,982.8,15.1,795,635,160,795
2026-03-01T09:00,30.9,20,0,982.3,16.1,725,571,154,768.1
2026-03-01T10:00,30.5,21,0,981.9,15.6,591,450,141,710.9
2026-03-01T11:00,29.8,23,0,981.8,14.4,408,288,120,606
2026-03-01T12:00,28.9,25,0,981.7,13.8,202,117,85,416.7
2026-03-01T13:00,27.4,30,0,981.8,9.3,35,11,24,99.7
2026-03-01T14:00,26.6,33,0,982.6,8.1,0,0,0,0
2026-03-01T15:00,25.6,35,1,983.2,9,0,0,0,0
2026-03-01T16:00,24.3,40,2,983.8,9.1,0,0,0,0
2026-03-01T17:00,23,43,2,984.1,8,0,0,0,0
2026-03-01T18:00,22.2,50,5,984.2,8.3,0,0,0,0
2026-03-01T19:00,21.2,51,0,983.8,7.3,0,0,0,0
2026-03-01T20:00,20.2,53,0,983.8,5.5,0,0,0,0
2026-03-01T21:00,19.5,54,9,983.1,5.4,0,0,0,0
2026-03-01T22:00,19.3,55,0,982.7,7.2,0,0,0,0
2026-03-01T23:00,18.8,57,6,982.7,7.4,0,0,0,0
2026-03-02T00:00,18.5,65,0,982.9,7.7,0,0,0,0
2026-03-02T01:00,18.2,67,0,983.7,7.7,0,0,0,0
2026-03-02T02:00,18.4,66,0,984.4,8.8,25,7,18,70.2
2026-03-02T03:00,20.1,59,1,985.1,7.4,181,100,81,382.9
2026-03-02T04:00,23,48,2,985.9,8.1,387,269,118,585.9
2026-03-02T05:00,26.1,38,2,986.3,8.7,575,434,141,698.2
2026-03-02T06:00,28.8,29,0,986.4,12.2,716,561,155,760.5
2026-03-02T07:00,30.3,23,1,986.1,14.5,789,628,161,785.6
2026-03-02T08:00,30.9,20,0,985.5,16.1,794,633,161,788.7
2026-03-02T09:00,30.9,20,0,985,16.7,729,575,154,769.8
2026-03-02T10:00,30.5,20,1,984.4,16.1,597,455,142,715.1
2026-03-02T11:00,29.5,26,0,984.1,16.4,414,293,121,612.7
2026-03-02T12:00,28.6,29,0,983.9,16.6,204,118,86,416.2
2026-03-02T13:00,27.5,33,0,984.1,10.2,36,12,24,107.5
2026-03-02T14:00,26.8,36,0,984.6,9.4,0,0,0,0
2026-03-02T15:00,25.7,40,0,985.1,9.8,0,0,0,0
2026-03-02T16:00,24.2,44,0,985.7,8.1,0,0,0,0
2026-03-02T17:00,23.1,46,0,985.9,8.4,0,0,0,0
2026-03-02T18:00,22.5,49,0,985.8,9.9,0,0,0,0
2026-03-02T19:00,21.8,48,0,985.5,9.8,0,0,0,0
2026-03-02T20:00,21.6,46,0,985,10.7,0,0,0,0
2026-03-02T21:00,21.1,48,0,984.7,10.1,0,0,0,0
2026-03-02T22:00,20.2,52,0,984,9.5,0,0,0,0
2026-03-02T23:00,19.3,55,0,983.6,9,0,0,0,0
2026-03-03T00:00,18.8,60,0,983.8,10.4,0,0,0,0
2026-03-03T01:00,18.4,61,0,984.2,9.9,0,0,0,0
2026-03-03T02:00,18.6,60,0,984.8,10.7,27,8,19,78.6
2026-03-03T03:00,20.3,54,0,985.5,8.9,188,105,83,395.9
2026-03-03T04:00,23.1,45,0,986.2,10,398,278,120,600.2
2026-03-03T05:00,26.1,37,0,986.6,12.2,588,446,142,712.8
2026-03-03T06:00,29,29,0,986.6,15.3,728,573,155,772.5
2026-03-03T07:00,30.7,24,0,986.1,17.8,803,641,162,797.9
2026-03-03T08:00,31.5,23,0,985.4,18.6,805,644,161,798.7
2026-03-03T09:00,31.8,22,0,984.5,18.1,736,581,155,774.2
2026-03-03T10:00,31.7,22,0,984.2,16.5,603,460,143,719.2
2026-03-03T11:00,30.6,29,0,983.7,15.7,417,296,121,615.1
2026-03-03T12:00,29.7,28,0,983.8,14.9,206,119,87,415.7
2026-03-03T13:00,28.6,31,0,984.3,11.8,37,12,25,106.2
2026-03-03T14:00,27.9,32,0,984.7,11.5,0,0,0,0
2026-03-03T15:00,27,34,0,985.3,12,0,0,0,0
2026-03-03T16:00,26,35,0,985.9,11.2,0,0,0,0
2026-03-03T17:00,25,36,0,986.1,10.2,0,0,0,0
2026-03-03T18:00,24.3,39,0,986.2,10.2,0,0,0,0
2026-03-03T19:00,23,41,0,985.9,8.8,0,0,0,0
2026-03-03T20:00,21.9,45,0,985.8,7.2,0,0,0,0
2026-03-03T21:00,20.8,49,0,985.6,6.9,0,0,0,0
2026-03-03T22:00,20,53,0,985.3,7.3,0,0,0,0
2026-03-03T23:00,19.5,56,0,985,7.3,0,0,0,0
2026-03-04T00:00,19.4,60,0,985.3,7.9,0,0,0,0
2026-03-04T01:00,19.1,61,0,986,8.4,0,0,0,0
2026-03-04T02:00,19.4,60,0,986.8,9.5,28,8,20,77.1
2026-03-04T03:00,21.4,54,0,987.5,7.3,187,105,82,389.9
2026-03-04T04:00,24.5,45,0,988.3,7.4,394,275,119,588.4
2026-03-04T05:00,27.6,37,0,988.4,8.5,581,439,142,697
2026-03-04T06:00,30,32,0,988.1,11.2,719,564,155,756.2
2026-03-04T07:00,31.9,28,0,987.5,12.4,794,632,162,782.9
2026-03-04T08:00,32.9,26,0,986.5,14.3,798,636,162,785.2
2026-03-04T09:00,33.2,27,0,985.4,15.3,730,574,156,761.4
2026-03-04T10:00,33.2,26,0,984.8,16.4,596,454,142,706.3
2026-03-04T11:00,32.3,30,0,984.5,16.8,413,292,121,603.1
2026-03-04T12:00,31.7,33,0,983.7,15.6,205,119,86,411.8
2026-03-04T13:00,30.6,36,0,983.8,12.6,37,12,25,105
2026-03-04T14:00,29.8,37,0,984.4,13.7,0,0,0,0
2026-03-04T15:00,29,37,0,984.9,14.3,0,0,0,0
2026-03-04T16:00,28.1,37,0,985.4,13.7,0,0,0,0
2026-03-04T17:00,27.1,40,0,985.4,12.4,0,0,0,0
2026-03-04T18:00,26.4,46,0,985.2,12.2,0,0,0,0
2026-03-04T19:00,25.1,50,0,984.8,11.5,0,0,0,0
2026-03-04T20:00,24.2,53,0,984.4,11.6,0,0,0,0
2026-03-04T21:00,23.4,58,0,983.8,11.2,0,0,0,0
2026-03-04T22:00,22.6,61,0,983.3,11.1,0,0,0,0
2026-03-04T23:00,22.1,64,0,982.8,11.1,0,0,0,0
2026-03-05T00:00,21.7,65,0,983,11.9,0,0,0,0
2026-03-05T01:00,21.5,66,0,983.6,11.2,0,0,0,0
2026-03-05T02:00,21.8,65,0,984.2,10.7,30,9,21,85
2026-03-05T03:00,23.5,59,0,984.9,7.5,190,107,83,391.3
2026-03-05T04:00,25.9,50,0,985.4,8.2,396,276,120,585.3
2026-03-05T05:00,28.5,42,0,985.4,9,583,442,141,697.1
2026-03-05T06:00,30.9,36,0,985.4,10.4,723,568,155,757.5
2026-03-05T07:00,32.8,31,0,984.9,11.9,798,636,162,784.1
2026-03-05T08:00,33.8,27,0,983.9,14.5,801,639,162,785.3
2026-03-05T09:00,34,28,0,982.9,16,733,577,156,761.8
2026-03-05T10:00,33.8,31,0,982.2,15.7,599,457,142,707.4
2026-03-05T11:00,33,37,0,981.7,15.3,414,293,121,601.5
2026-03-05T12:00,32.5,35,0,981.5,14.7,206,119,87,408
2026-03-05T13:00,31.6,34,0,981.5,10.6,39,13,26,112.4
2026-03-05T14:00,30.5,36,0,981.8,9.4,0,0,0,0
2026-03-05T15:00,29.5,37,0,982.3,10.3,0,0,0,0
2026-03-05T16:00,28.5,37,0,982.7,10.4,0,0,0,0
2026-03-05T17:00,27.8,37,0,982.9,10.1,0,0,0,0
2026-03-05T18:00,26.9,41,0,983,9.7,0,0,0,0
2026-03-05T19:00,25.5,43,0,982.8,6.6,0,0,0,0
2026-03-05T20:00,23.8,49,0,982.7,4.7,0,0,0,0
2026-03-05T21:00,22.6,53,0,982.3,4.2,0,0,0,0
2026-03-05T22:00,22.1,55,0,982.1,4.8,0,0,0,0
2026-03-05T23:00,21.7,57,0,981.7,5.2,0,0,0,0
2026-03-06T00:00,20.7,66,0,982,4.4,0,0,0,0
2026-03-06T01:00,20.2,70,0,982.8,3.9,0,0,0,0
2026-03-06T02:00,20.9,67,0,983.6,4.3,32,10,22,92.6
2026-03-06T03:00,23.1,60,0,984.6,2.7,196,111,85,399.8
2026-03-06T04:00,26,52,0,985.2,2.3,403,282,121,592.7
2026-03-06T05:00,28.8,44,0,985.3,2.3,590,447,143,700.4
2026-03-06T06:00,31.2,37,0,985.2,4.7,729,572,157,758.7
2026-03-06T07:00,33.4,29,0,984.8,6.7,803,640,163,785.2
2026-03-06T08:00,34.3,24,0,983.9,9.6,806,643,163,786.6
2026-03-06T09:00,34.7,22,0,983,10.1,739,583,156,766.3
2026-03-06T10:00,34.5,21,0,982.5,10.7,607,464,143,714.8
2026-03-06T11:00,33.8,24,0,982.3,10.7,422,300,122,612.2
2026-03-06T12:00,32.2,33,0,982.2,9.8,213,125,88,424.7
2026-03-06T13:00,30.8,35,0,982.8,5,40,14,26,119.7
2026-03-06T14:00,29.2,40,0,983.3,2.7,0,0,0,0
2026-03-06T15:00,27.7,48,0,983.8,3.1,0,0,0,0
2026-03-06T16:00,26.9,57,0,984.2,4,0,0,0,0
2026-03-06T17:00,26,64,0,984.3,3.4,0,0,0,0
2026-03-06T18:00,25.4,68,0,984.4,3.9,0,0,0,0
2026-03-06T19:00,24.4,71,0,984.2,3.3,0,0,0,0
2026-03-06T20:00,23.6,73,0,984.1,3.1,0,0,0,0
2026-03-06T21:00,22.8,76,0,983.9,3.1,0,0,0,0
2026-03-06T22:00,22,80,0,983.6,2.2,0,0,0,0
2026-03-06T23:00,21.5,82,0,983.7,1.9,0,0,0,0
2026-03-07T00:00,20.5,90,0,983.9,2.7,0,0,0,0
2026-03-07T01:00,19.6,94,0,984.7,3.3,0,0,0,0
2026-03-07T02:00,20.1,91,0,985.6,5,33,10,23,90.8
2026-03-07T03:00,22.5,78,0,986.5,2.8,197,111,86,393.8
2026-03-07T04:00,25.5,65,0,987,3.5,403,280,123,583.3
2026-03-07T05:00,28.5,54,0,987.3,4.1,590,446,144,694.2
2026-03-07T06:00,31,41,0,986.9,3.4,730,572,158,754.6
2026-03-07T07:00,33.5,32,0,986.4,1.4,805,641,164,782.7
2026-03-07T08:00,35,25,0,985.4,2.9,806,642,164,781.9
2026-03-07T09:00,35.6,21,0,984.4,5.9,737,580,157,758.9
2026-03-07T10:00,35.2,23,0,984.1,8.3,603,459,144,703.7
2026-03-07T11:00,34.2,26,0,984.1,9.1,417,295,122,598.5
2026-03-07T12:00,32.7,29,0,983.9,8.2,211,123,88,414.2
2026-03-07T13:00,31,34,0,984.4,6,41,14,27,118.4
2026-03-07T14:00,29.5,40,0,984.9,3.2,0,0,0,0
2026-03-07T15:00,28.1,47,0,985.6,3.3,0,0,0,0
2026-03-07T16:00,26.7,56,0,986.2,3.1,0,0,0,0
2026-03-07T17:00,25.8,63,0,986.3,1.9,0,0,0,0
2026-03-07T18:00,25.6,66,0,986.2,1.5,0,0,0,0
2026-03-07T19:00,24.2,72,0,986,2.8,0,0,0,0
2026-03-07T20:00,23.4,76,0,985.5,3,0,0,0,0
2026-03-07T21:00,22.7,80,0,985.2,2.8,0,0,0,0
2026-03-07T22:00,22.1,82,0,985,3.2,0,0,0,0
2026-03-07T23:00,21.9,82,0,984.7,3.6,0,0,0,0
2026-03-08T00:00,21.6,84,0,984.9,1.5,0,0,0,0
2026-03-08T01:00,21.3,86,0,985.4,0.5,0,0,0,0
2026-03-08T02:00,21.6,84,0,986,1.3,34,10,24,89
2026-03-08T03:00,24.6,68,0,986.9,0.6,199,111,88,387.8
2026-03-08T04:00,27.9,52,0,987.5,1.8,407,285,122,588.4
2026-03-08T05:00,30.8,38,0,987.6,2.7,594,450,144,695.8
2026-03-08T06:00,33,29,0,987.4,4.2,733,575,158,754.4
2026-03-08T07:00,35.3,21,0,986.7,6.8,806,643,163,781.4
2026-03-08T08:00,36,19,0,985.8,10.2,810,646,164,783.3
2026-03-08T09:00,36.1,19,0,984.5,10.8,741,584,157,760.8
2026-03-08T10:00,35.8,19,0,983.9,11.9,609,465,144,709.5
2026-03-08T11:00,34.8,23,0,983.5,11.6,425,302,123,609.2
2026-03-08T12:00,33.6,26,2,983.6,10.1,216,127,89,424
2026-03-08T13:00,32.2,28,67,983.8,6.2,43,15,28,125.5
2026-03-08T14:00,30.5,34,98,984.5,3.3,0,0,0,0
2026-03-08T15:00,29.6,38,6,985,3.1,0,0,0,0
2026-03-08T16:00,28.9,40,0,985.4,4,0,0,0,0
2026-03-08T17:00,28.8,40,0,985.3,4.7,0,0,0,0
2026-03-08T18:00,28.1,44,0,985.5,6.9,0,0,0,0
2026-03-08T19:00,26,50,17,985.3,5.3,0,0,0,0
2026-03-08T20:00,24.9,54,84,984.8,4.9,0,0,0,0
2026-03-08T21:00,24.5,55,0,984.5,6.3,0,0,0,0
2026-03-08T22:00,23.6,58,0,984,5.6,0,0,0,0
2026-03-08T23:00,23,60,0,983.9,5.8,0,0,0,0
2026-03-09T00:00,22.1,66,0,984.4,4.2,0,0,0,0
2026-03-09T01:00,21.9,68,0,985,5.1,0,0,0,0
2026-03-09T02:00,22.1,67,0,985.8,6.6,36,12,24,104.8
2026-03-09T03:00,24.2,60,9,986.3,4.5,202,115,87,395.8
2026-03-09T04:00,27.1,52,20,986.9,5,407,284,123,581.2
2026-03-09T05:00,29.9,46,22,987.1,5.3,585,433,152,665.2
2026-03-09T06:00,32.5,37,58,986.8,9,724,560,164,730.8
2026-03-09T07:00,34.3,30,64,986.3,9.8,801,634,167,766.8
2026-03-09T08:00,35.3,26,35,985.4,10.2,798,616,182,743.6
2026-03-09T09:00,35.5,25,0,984.8,10.6,738,578,160,749.7
2026-03-09T10:00,35.2,27,89,984.2,10.4,605,461,144,700.1
2026-03-09T11:00,34.7,27,91,984.2,10.6,417,286,131,573.7
2026-03-09T12:00,33,34,100,984.5,10.4,198,87,111,288
2026-03-09T13:00,31.6,39,99,985,7.8,39,6,33,49.7
2026-03-09T14:00,30.6,44,95,985.6,4.3,0,0,0,0
2026-03-09T15:00,29.4,49,16,986.2,4,0,0,0,0
2026-03-09T16:00,28.1,55,2,986.6,3.3,0,0,0,0
2026-03-09T17:00,27,61,0,986.5,2.4,0,0,0,0
2026-03-09T18:00,26.2,67,0,987.2,2.9,0,0,0,0
2026-03-09T19:00,25,72,0,987,3.2,0,0,0,0
2026-03-09T20:00,24.2,76,0,986.7,3.3,0,0,0,0
2026-03-09T21:00,23.6,79,0,986.6,1.3,0,0,0,0
2026-03-09T22:00,23.5,80,27,986.9,0.8,0,0,0,0
2026-03-09T23:00,23.2,81,21,986.5,0.8,0,0,0,0
2026-03-10T00:00,21.8,91,58,987,1.4,0,0,0,0
2026-03-10T01:00,21.4,93,92,987.5,1.9,0,0,0,0
2026-03-10T02:00,21.3,93,57,988.4,0.6,35,7,28,60
2026-03-10T03:00,23.8,80,15,989.3,1.7,180,69,111,234
2026-03-10T04:00,26.8,65,28,990.3,2.8,412,282,130,572
2026-03-10T05:00,29.5,53,68,990.4,2.2,599,452,147,689.9
2026-03-10T06:00,31.6,43,99,989.9,2.7,733,567,166,736
2026-03-10T07:00,33.8,35,70,989.4,4.7,790,592,198,712.7
2026-03-10T08:00,34.8,31,0,988.5,7.8,803,627,176,753.6
2026-03-10T09:00,35.2,28,4,987.2,9.8,738,579,159,747.8
2026-03-10T10:00,35,27,28,986.5,10.8,608,462,146,698.4
2026-03-10T11:00,34.3,29,0,986.2,10.8,424,298,126,594.4
2026-03-10T12:00,33.2,29,0,985.8,9.4,218,127,91,416.9
2026-03-10T13:00,31.5,37,0,986.1,4.8,45,16,29,131.1
2026-03-10T14:00,30,45,0,986.5,5.1,0,0,0,0
2026-03-10T15:00,28.6,52,7,987,3.5,0,0,0,0
2026-03-10T16:00,27.6,56,0,987.2,1,0,0,0,0
2026-03-10T17:00,27,56,0,987.1,3.5,0,0,0,0
2026-03-10T18:00,26.9,59,0,987.1,1.3,0,0,0,0
2026-03-10T19:00,26,63,0,987,0.4,0,0,0,0
2026-03-10T20:00,25,67,1,986.7,0.4,0,0,0,0
2026-03-10T21:00,24,67,0,986.6,0.9,0,0,0,0
2026-03-10T22:00,23.4,69,0,986.1,1.5,0,0,0,0
2026-03-10T23:00,22.7,72,0,985.9,1.5,0,0,0,0
2026-03-11T00:00,21.6,75,7,986.1,1.5,0,0,0,0
2026-03-11T01:00,21.2,76,10,986.5,1.4,0,0,0,0
2026-03-11T02:00,22.1,71,2,987,4.8,41,14,27,117.7
2026-03-11T03:00,24.7,60,0,987.9,3.3,215,125,90,417.6
2026-03-11T04:00,28.5,45,6,988.5,3.9,425,300,125,603.1
2026-03-11T05:00,32,30,8,988.7,6.3,614,467,147,708.2
2026-03-11T06:00,34.6,21,0,987.9,9.5,753,593,160,765.7
2026-03-11T07:00,36.3,13,0,987.3,13.4,828,662,166,793.3
2026-03-11T08:00,36.6,12,63,986,15.6,834,667,167,798.3
2026-03-11T09:00,36.7,12,0,984.9,16.3,760,588,172,756.2
2026-03-11T10:00,36.2,14,0,983.9,15.9,627,481,146,723.8
2026-03-11T11:00,35.5,15,3,983.5,14.6,437,312,125,619
2026-03-11T12:00,34.2,17,0,983.1,12.7,225,133,92,433
2026-03-11T13:00,32.4,22,91,983.4,7.3,47,17,30,137.9
2026-03-11T14:00,31,26,98,983.7,4.4,0,0,0,0
2026-03-11T15:00,29.8,28,100,984.1,4.3,0,0,0,0
2026-03-11T16:00,29.3,28,27,984.1,4.9,0,0,0,0
2026-03-11T17:00,28.1,29,80,983.9,5.5,0,0,0,0
2026-03-11T18:00,27.2,36,99,984.2,7.6,0,0,0,0
2026-03-11T19:00,25.9,37,100,983.8,6.2,0,0,0,0
2026-03-11T20:00,24.6,41,91,983.3,4.4,0,0,0,0
2026-03-11T21:00,23.6,44,100,982.6,4.1,0,0,0,0
2026-03-11T22:00,23,46,96,982,3.7,0,0,0,0
2026-03-11T23:00,22.5,47,44,981.4,4.1,0,0,0,0
2026-03-12T00:00,22.1,61,77,981.4,6.6,0,0,0,0
2026-03-12T01:00,22,62,95,981.7,6.4,0,0,0,0
2026-03-12T02:00,23,58,63,982.1,7.8,42,9,33,74.3
2026-03-12T03:00,25.6,48,7,983.1,5.4,216,120,96,395.1
2026-03-12T04:00,29.1,34,57,983.6,5.6,434,308,126,613.8
2026-03-12T05:00,31.9,25,98,983.8,8.2,621,466,155,702.1
2026-03-12T06:00,34.8,14,100,983.8,14.2,759,575,184,738.6
2026-03-12T07:00,35.8,10,100,983.1,15.9,817,602,215,718.1
2026-03-12T08:00,36.2,9,100,982,12.8,736,416,320,495.8
2026-03-12T09:00,36.2,9,100,981,12.7,725,476,249,609.6
2026-03-12T10:00,35.8,11,100,980.5,12.7,604,400,204,599.3
2026-03-12T11:00,34.8,12,100,980.4,11.9,362,143,219,282.2
2026-03-12T12:00,32.7,19,98,980.7,11.7,191,62,129,200.2
2026-03-12T13:00,31.2,24,89,981.3,7,44,9,35,72.3
2026-03-12T14:00,30,28,64,981.5,5.4,0,0,0,0
2026-03-12T15:00,28.6,32,100,981.8,4,0,0,0,0
2026-03-12T16:00,28.2,32,66,982.3,4.2,0,0,0,0
2026-03-12T17:00,27,35,0,982.3,3.1,0,0,0,0
2026-03-12T18:00,26.8,43,0,982.7,7,0,0,0,0
2026-03-12T19:00,25.9,47,0,982.7,6.5,0,0,0,0
2026-03-12T20:00,25.1,50,2,982.4,6.1,0,0,0,0
2026-03-12T21:00,24.4,54,20,982.1,6.3,0,0,0,0
2026-03-12T22:00,23.4,60,100,982.2,7.8,0,0,0,0
2026-03-12T23:00,22.5,68,100,981.8,6.8,0,0,0,0
2026-03-13T00:00,22.1,76,98,981.8,5.7,0,0,0,0
2026-03-13T01:00,21.8,78,100,982.2,6.7,0,0,0,0
2026-03-13T02:00,22.3,76,100,982.8,7.9,42,7,35,56.7
2026-03-13T03:00,24.1,66,100,983.6,7.1,200,81,119,262.9
2026-03-13T04:00,26.5,55,99,984.4,7.6,375,175,200,345.8
2026-03-13T05:00,29.1,41,88,984.4,8.6,595,401,194,600.4
2026-03-13T06:00,31,29,100,984,10.8,729,499,230,637.7
2026-03-13T07:00,32.3,25,100,983.5,10.8,771,503,268,597.3
2026-03-13T08:00,32.8,23,100,982.8,12.1,714,377,337,447.4
2026-03-13T09:00,32.8,22,100,981.9,12.7,628,292,336,372.4
2026-03-13T10:00,32.7,21,99,981.4,12.9,548,293,255,437
2026-03-13T11:00,32,21,100,981.4,13,403,228,175,447.6
2026-03-13T12:00,30.5,24,99,981.3,13.4,206,86,120,275.5
2026-03-13T13:00,29.3,28,20,981.5,10.2,49,16,33,127.3
2026-03-13T14:00,28.6,30,14,981.9,8.6,0,0,0,0
2026-03-13T15:00,27.6,34,91,982.6,7,0,0,0,0
2026-03-13T16:00,26.5,37,100,983,7.8,0,0,0,0
2026-03-13T17:00,26,35,100,983,11.2,0,0,0,0
2026-03-13T18:00,25.1,42,100,982.8,10.2,0,0,0,0
2026-03-13T19:00,24.4,41,99,982.8,10.2,0,0,0,0
2026-03-13T20:00,23.8,42,86,982.1,9.4,0,0,0,0
2026-03-13T21:00,23,45,100,981.7,8.6,0,0,0,0
2026-03-13T22:00,22.2,48,100,981.7,6.4,0,0,0,0
2026-03-13T23:00,21.8,50,97,981.3,6.2,0,0,0,0
2026-03-14T00:00,21,59,100,981.2,6.7,0,0,0,0
2026-03-14T01:00,20.4,62,100,981.9,6.1,0,0,0,0
2026-03-14T02:00,21,60,100,982.7,7,37,3,34,23.9
2026-03-14T03:00,22.8,54,62,983.8,5.7,184,56,128,179.1
2026-03-14T04:00,25.9,42,2,984.3,6.4,439,311,128,609.2
2026-03-14T05:00,29,29,13,984.5,7.2,628,477,151,709.7
2026-03-14T06:00,31.4,21,100,984.3,8,768,609,159,774.3
2026-03-14T07:00,32.7,17,100,983.8,9.6,750,466,284,550.9
2026-03-14T08:00,32.3,17,100,982.6,10.6,550,160,390,189.1
2026-03-14T09:00,32.7,17,41,981.8,10.2,501,143,358,181.6
2026-03-14T10:00,33.2,18,81,981.1,8.8,614,456,158,677.3
2026-03-14T11:00,32.7,19,88,980.8,10.1,397,228,169,445.3
2026-03-14T12:00,31.6,16,19,980.2,6.5,173,61,112,193.9
2026-03-14T13:00,30,20,80,980.9,3,49,17,32,134
2026-03-14T14:00,28.9,28,20,981.2,1.5,0,0,0,0
2026-03-14T15:00,27.6,30,13,982,2,0,0,0,0
2026-03-14T16:00,26.5,33,0,982.6,3.1,0,0,0,0
2026-03-14T17:00,25.5,36,0,982.7,3.7,0,0,0,0
2026-03-14T18:00,24.6,45,5,982.4,4.3,0,0,0,0
2026-03-14T19:00,23.5,48,41,982,4.3,0,0,0,0
2026-03-14T20:00,22.8,51,100,981.4,4.4,0,0,0,0
2026-03-14T21:00,22.8,51,100,980.9,4.5,0,0,0,0
2026-03-14T22:00,19.2,75,100,984.5,17.3,0,0,0,0
